uri,normalized,hisco_category,provenance
,meester-speldenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/83990,jaikwil
,meester-steenhouwer,https://iisg.amsterdam/resource/hisco/code/hisco/71220,jaikwil
,meester-stoelenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/81120,jaikwil
,meester-timmerman,https://iisg.amsterdam/resource/hisco/code/hisco/95410,jaikwil
,meester-tingieter,https://iisg.amsterdam/resource/hisco/code/hisco/72420,jaikwil
,meester-varkensslager,https://iisg.amsterdam/resource/hisco/code/hisco/77390,jaikwil
,meester-zeilmaker,https://iisg.amsterdam/resource/hisco/code/hisco/79920,jaikwil
,meester-zilversmid,https://iisg.amsterdam/resource/hisco/code/hisco/88050,jaikwil
,melkboer,https://iisg.amsterdam/resource/hisco/code/hisco/41030,jaikwil
,melkverkoper,https://iisg.amsterdam/resource/hisco/code/hisco/45125,jaikwil
,memorieboekmaker,https://iisg.amsterdam/resource/hisco/code/hisco/92620,jaikwil
,messenkramer,https://iisg.amsterdam/resource/hisco/code/hisco/41025,jaikwil
,messenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/83915,jaikwil
,messenslijper,https://iisg.amsterdam/resource/hisco/code/hisco/83915,jaikwil
,messenverkoper,https://iisg.amsterdam/resource/hisco/code/hisco/45125,jaikwil
,metselaar,https://iisg.amsterdam/resource/hisco/code/hisco/95120,jaikwil
,Metselaar,https://iisg.amsterdam/resource/hisco/code/hisco/95120,jaikwil
,metselaar (VOC),https://iisg.amsterdam/resource/hisco/code/hisco/95120,jaikwil
,metselaarsbaas,https://iisg.amsterdam/resource/hisco/code/hisco/95120,jaikwil
,metselaarsgezel,https://iisg.amsterdam/resource/hisco/code/hisco/95120,jaikwil
,metselmaker,https://iisg.amsterdam/resource/hisco/code/hisco/95120,jaikwil
,militair,https://iisg.amsterdam/resource/hisco/code/hisco/58300,jaikwil
,militair persoon,https://iisg.amsterdam/resource/hisco/code/hisco/58300,jaikwil
,moddermajoor,https://iisg.amsterdam/resource/hisco/code/hisco/22110,jaikwil
,modderman,https://iisg.amsterdam/resource/hisco/code/hisco/97435,jaikwil
,Modderman,https://iisg.amsterdam/resource/hisco/code/hisco/97435,jaikwil
,modderschouwer,https://iisg.amsterdam/resource/hisco/code/hisco/98100,jaikwil
,molenaar,https://iisg.amsterdam/resource/hisco/code/hisco/77120,jaikwil
,Molenaar,https://iisg.amsterdam/resource/hisco/code/hisco/77120,jaikwil
,molenaarsgezel,https://iisg.amsterdam/resource/hisco/code/hisco/77120,jaikwil
,molenaarsknecht,https://iisg.amsterdam/resource/hisco/code/hisco/77120,jaikwil
,molenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/95910,jaikwil
,molenmeester,https://iisg.amsterdam/resource/hisco/code/hisco/77120,jaikwil
,molenwerker,https://iisg.amsterdam/resource/hisco/code/hisco/77120,jaikwil
,Moscovisch handelaar,https://iisg.amsterdam/resource/hisco/code/hisco/41025,jaikwil
,Moscovisch vaarder,https://iisg.amsterdam/resource/hisco/code/hisco/4217,jaikwil
,mosselkoper,https://iisg.amsterdam/resource/hisco/code/hisco/42220,jaikwil
,mosterdman,https://iisg.amsterdam/resource/hisco/code/hisco/77190,jaikwil
,moutdrager,https://iisg.amsterdam/resource/hisco/code/hisco/97125,jaikwil
,mouter,https://iisg.amsterdam/resource/hisco/code/hisco/77820,jaikwil
,Mouter,https://iisg.amsterdam/resource/hisco/code/hisco/77820,jaikwil
,moutmaker,https://iisg.amsterdam/resource/hisco/code/hisco/77820,jaikwil
,moutmaker,https://iisg.amsterdam/resource/hisco/code/hisco/77810,jaikwil
,muntmeester,https://iisg.amsterdam/resource/hisco/code/hisco/88090,jaikwil
,muskettenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/83920,jaikwil
,mutsenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/79390,jaikwil
,muziekinstrumentenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/94100,jaikwil
,muziekmeester,https://iisg.amsterdam/resource/hisco/code/hisco/17135,jaikwil
,muzikant,https://iisg.amsterdam/resource/hisco/code/hisco/17140,jaikwil
,naaldenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/94990,jaikwil
,naaldenmakersgezel,https://iisg.amsterdam/resource/hisco/code/hisco/94220,jaikwil
,nachtwerker,https://iisg.amsterdam/resource/hisco/code/hisco/99910,jaikwil
,nagelmaker,https://iisg.amsterdam/resource/hisco/code/hisco/83990,jaikwil
,nestelbeslager,https://iisg.amsterdam/resource/hisco/code/hisco/80110,jaikwil
,nestelmaker,https://iisg.amsterdam/resource/hisco/code/hisco/80110,jaikwil
,nettenbreier,https://iisg.amsterdam/resource/hisco/code/hisco/75465,jaikwil
,neurenbergier,https://iisg.amsterdam/resource/hisco/code/hisco/41025,jaikwil
,noodhulp bierdragers,https://iisg.amsterdam/resource/hisco/code/hisco/99920,jaikwil
,notaris,https://iisg.amsterdam/resource/hisco/code/hisco/12310,jaikwil
,notaris (in dienst lokale overheid),https://iisg.amsterdam/resource/hisco/code/hisco/12310,jaikwil
,notaris (publiek),https://iisg.amsterdam/resource/hisco/code/hisco/12310,jaikwil
,notaris en procureur,https://iisg.amsterdam/resource/hisco/code/hisco/12310,jaikwil
,notaris en voorlezer in de Waalse Gemeente,https://iisg.amsterdam/resource/hisco/code/hisco/12310,jaikwil
,notarisklerk,https://iisg.amsterdam/resource/hisco/code/hisco/39340,jaikwil
,oesterkoper,https://iisg.amsterdam/resource/hisco/code/hisco/42220,jaikwil
,officier en rentmeester,https://iisg.amsterdam/resource/hisco/code/hisco/58320,jaikwil
,officier en schout,https://iisg.amsterdam/resource/hisco/code/hisco/58320,jaikwil
,oliehoedenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/99320,jaikwil
,oliekoper,https://iisg.amsterdam/resource/hisco/code/hisco/42220,jaikwil
,oliemeter,https://iisg.amsterdam/resource/hisco/code/hisco/39150,jaikwil
,olieslager,https://iisg.amsterdam/resource/hisco/code/hisco/77920,jaikwil
,olieslager (scheeps),https://iisg.amsterdam/resource/hisco/code/hisco/77920,jaikwil
,olieslagersgezel,https://iisg.amsterdam/resource/hisco/code/hisco/77920,jaikwil
,omloper met hout,https://iisg.amsterdam/resource/hisco/code/hisco/45220,jaikwil
,onderkoopman,https://iisg.amsterdam/resource/hisco/code/hisco/42220,jaikwil
,onderkoopman (VOC),https://iisg.amsterdam/resource/hisco/code/hisco/42220,jaikwil
,onderschoolmeester,https://iisg.amsterdam/resource/hisco/code/hisco/13320,jaikwil
,onderschout,https://iisg.amsterdam/resource/hisco/code/hisco/20210,jaikwil
,onderschrijver (VOC),https://iisg.amsterdam/resource/hisco/code/hisco/39350,jaikwil
,ontvanger (Wisselbank),https://iisg.amsterdam/resource/hisco/code/hisco/33990,jaikwil
,ontvanger van de convooien,https://iisg.amsterdam/resource/hisco/code/hisco/31020,jaikwil
,ontvanger-generaal (Admiraliteit),https://iisg.amsterdam/resource/hisco/code/hisco/31020,jaikwil
,ontvanger-generaal (lokale overheid),https://iisg.amsterdam/resource/hisco/code/hisco/31020,jaikwil
,oorijzermaker,https://iisg.amsterdam/resource/hisco/code/hisco/88010,jaikwil
,Oostindi‘vaarder,https://iisg.amsterdam/resource/hisco/code/hisco/98190,jaikwil
,opdrager,https://iisg.amsterdam/resource/hisco/code/hisco/97125,jaikwil
,operateur,https://iisg.amsterdam/resource/hisco/code/hisco/6105,jaikwil
,oppergezel,https://iisg.amsterdam/resource/hisco/code/hisco/95160,jaikwil
,opperknecht,https://iisg.amsterdam/resource/hisco/code/hisco/95160,jaikwil
,opperman,https://iisg.amsterdam/resource/hisco/code/hisco/99910,jaikwil
,Opperman,https://iisg.amsterdam/resource/hisco/code/hisco/99910,jaikwil
,opperman,https://iisg.amsterdam/resource/hisco/code/hisco/99110,jaikwil
,opperstuurman,https://iisg.amsterdam/resource/hisco/code/hisco/4230,jaikwil
,opslager,https://iisg.amsterdam/resource/hisco/code/hisco/44320,jaikwil
,opsteker,https://iisg.amsterdam/resource/hisco/code/hisco/75290,jaikwil
,opvarende oorlogsschip (gewezen),https://iisg.amsterdam/resource/hisco/code/hisco/98130,jaikwil
,opzichter,https://iisg.amsterdam/resource/hisco/code/hisco/22000,jaikwil
,opzichter (modderschuit),https://iisg.amsterdam/resource/hisco/code/hisco/4217,jaikwil
,opzichter (Modderschuit),https://iisg.amsterdam/resource/hisco/code/hisco/4217,jaikwil
,opzichter (stadsbrandemmers),https://iisg.amsterdam/resource/hisco/code/hisco/4217,jaikwil
,opzichter (VOC),https://iisg.amsterdam/resource/hisco/code/hisco/22000,jaikwil
,opzichter (vuilnis),https://iisg.amsterdam/resource/hisco/code/hisco/22000,jaikwil
,opzichter-generaal stadsgraaf- en modderwerken,https://iisg.amsterdam/resource/hisco/code/hisco/22680,jaikwil
,ordanaris-kapitein (Admiraliteit(,https://iisg.amsterdam/resource/hisco/code/hisco/4217,jaikwil
,organist,https://iisg.amsterdam/resource/hisco/code/hisco/17140,jaikwil
,orgelmaker,https://iisg.amsterdam/resource/hisco/code/hisco/94160,jaikwil
,ossenkoper,https://iisg.amsterdam/resource/hisco/code/hisco/42220,jaikwil
,oud-soldaat,https://iisg.amsterdam/resource/hisco/code/hisco/58340,jaikwil
,oud-soldaat ter zee,https://iisg.amsterdam/resource/hisco/code/hisco/58340,jaikwil
,oudeklerenkoper,https://iisg.amsterdam/resource/hisco/code/hisco/42220,jaikwil
,oudijzerkoper,https://iisg.amsterdam/resource/hisco/code/hisco/42220,jaikwil
,overzetter,https://iisg.amsterdam/resource/hisco/code/hisco/4220,jaikwil
,paardenkoper,https://iisg.amsterdam/resource/hisco/code/hisco/41025,jaikwil
,pakker,https://iisg.amsterdam/resource/hisco/code/hisco/97152,jaikwil
,paletsnijder,https://iisg.amsterdam/resource/hisco/code/hisco/81935,jaikwil
,pannenverkoper,https://iisg.amsterdam/resource/hisco/code/hisco/45125,jaikwil
,papierkoper,https://iisg.amsterdam/resource/hisco/code/hisco/42220,jaikwil
,papiermaker,https://iisg.amsterdam/resource/hisco/code/hisco/73400,jaikwil
,papiervormer,https://iisg.amsterdam/resource/hisco/code/hisco/73490,jaikwil
,parelgater,https://iisg.amsterdam/resource/hisco/code/hisco/88090,jaikwil
,parfumeerder,https://iisg.amsterdam/resource/hisco/code/hisco/74490,jaikwil
,parlevinker,https://iisg.amsterdam/resource/hisco/code/hisco/98620,jaikwil
,paskaartenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/3160,jaikwil
,Passeerder,https://iisg.amsterdam/resource/hisco/code/hisco/80310,jaikwil
,passeerder,https://iisg.amsterdam/resource/hisco/code/hisco/80310,jaikwil
,passementmaker,https://iisg.amsterdam/resource/hisco/code/hisco/75452,jaikwil
,passementwerker,https://iisg.amsterdam/resource/hisco/code/hisco/75452,jaikwil
,Passementwerker,https://iisg.amsterdam/resource/hisco/code/hisco/75452,jaikwil
,passementwerker (leger),https://iisg.amsterdam/resource/hisco/code/hisco/75452,jaikwil
,passementwerkersgezel,https://iisg.amsterdam/resource/hisco/code/hisco/75452,jaikwil
,passementwever,https://iisg.amsterdam/resource/hisco/code/hisco/75490,jaikwil
,passer,https://iisg.amsterdam/resource/hisco/code/hisco/42220,jaikwil
,passermaker,https://iisg.amsterdam/resource/hisco/code/hisco/84230,jaikwil
,pasteibakker,https://iisg.amsterdam/resource/hisco/code/hisco/77630,jaikwil
,pateelbakkersknecht,https://iisg.amsterdam/resource/hisco/code/hisco/89200,jaikwil
,patroonmaker,https://iisg.amsterdam/resource/hisco/code/hisco/74490,jaikwil
,paukenist,https://iisg.amsterdam/resource/hisco/code/hisco/17140,jaikwil
,pelser,https://iisg.amsterdam/resource/hisco/code/hisco/76200,jaikwil
,peltier,https://iisg.amsterdam/resource/hisco/code/hisco/76200,jaikwil
,pennenbereider,https://iisg.amsterdam/resource/hisco/code/hisco/94990,jaikwil
,pennenkoper,https://iisg.amsterdam/resource/hisco/code/hisco/42220,jaikwil
,pennenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/94990,jaikwil
,pennensnijder,https://iisg.amsterdam/resource/hisco/code/hisco/94990,jaikwil
,pennenverkoper,https://iisg.amsterdam/resource/hisco/code/hisco/45130,jaikwil
,pennenwerker,https://iisg.amsterdam/resource/hisco/code/hisco/94990,jaikwil
,penningmeester Korendijk,https://iisg.amsterdam/resource/hisco/code/hisco/33990,jaikwil
,penselenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/94230,jaikwil
,perkamentmaker,https://iisg.amsterdam/resource/hisco/code/hisco/76190,jaikwil
,perkamentverkoper,https://iisg.amsterdam/resource/hisco/code/hisco/45125,jaikwil
,perser,https://iisg.amsterdam/resource/hisco/code/hisco/56065,jaikwil
,pestmeester,https://iisg.amsterdam/resource/hisco/code/hisco/7110,jaikwil
,piekstokmaker,https://iisg.amsterdam/resource/hisco/code/hisco/99930,jaikwil
,pijpenbrander,https://iisg.amsterdam/resource/hisco/code/hisco/75290,jaikwil
,pijpenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/81960,jaikwil
,pikeur,https://iisg.amsterdam/resource/hisco/code/hisco/62490,jaikwil
,pikeur,https://iisg.amsterdam/resource/hisco/code/hisco/22690,jaikwil
,plaatdrukker,https://iisg.amsterdam/resource/hisco/code/hisco/92225,jaikwil
,plaatslijper,https://iisg.amsterdam/resource/hisco/code/hisco/83520,jaikwil
,plaatsnijder,https://iisg.amsterdam/resource/hisco/code/hisco/87310,jaikwil
,plaatwerker,https://iisg.amsterdam/resource/hisco/code/hisco/87310,jaikwil
,plateelbakker,https://iisg.amsterdam/resource/hisco/code/hisco/89350,jaikwil
,platwerker,https://iisg.amsterdam/resource/hisco/code/hisco/72000,jaikwil
,pleistergieter,https://iisg.amsterdam/resource/hisco/code/hisco/95510,jaikwil
,pletter,https://iisg.amsterdam/resource/hisco/code/hisco/72250,jaikwil
,pluimassier,https://iisg.amsterdam/resource/hisco/code/hisco/79990,jaikwil
,pluiswerker,https://iisg.amsterdam/resource/hisco/code/hisco/75690,jaikwil
,pollerijmaacker,https://iisg.amsterdam/resource/hisco/code/hisco/80110,jaikwil
,pompmaker,https://iisg.amsterdam/resource/hisco/code/hisco/84190,jaikwil
,pontman,https://iisg.amsterdam/resource/hisco/code/hisco/98190,jaikwil
,pontvoerder,https://iisg.amsterdam/resource/hisco/code/hisco/4220,jaikwil
,Pontvoerder,https://iisg.amsterdam/resource/hisco/code/hisco/98620,jaikwil
,poppenkramer,https://iisg.amsterdam/resource/hisco/code/hisco/41025,jaikwil
,porceleinkoper,https://iisg.amsterdam/resource/hisco/code/hisco/42220,jaikwil
,porceleinschilder,https://iisg.amsterdam/resource/hisco/code/hisco/89530,jaikwil
,porceleinverkoper,https://iisg.amsterdam/resource/hisco/code/hisco/45125,jaikwil
,portier,https://iisg.amsterdam/resource/hisco/code/hisco/59990,jaikwil
,portier (stadspoort),https://iisg.amsterdam/resource/hisco/code/hisco/59990,jaikwil
,Portugees koopman,https://iisg.amsterdam/resource/hisco/code/hisco/41025,jaikwil
,postbode (op stad),https://iisg.amsterdam/resource/hisco/code/hisco/37030,jaikwil
,postgieter,https://iisg.amsterdam/resource/hisco/code/hisco/95990,jaikwil
,pottenbakker,https://iisg.amsterdam/resource/hisco/code/hisco/89350,jaikwil
,pottenbakkersgezel,https://iisg.amsterdam/resource/hisco/code/hisco/89350,jaikwil
,pottenbakkersknecht,https://iisg.amsterdam/resource/hisco/code/hisco/89350,jaikwil
,pottenkoper,https://iisg.amsterdam/resource/hisco/code/hisco/42220,jaikwil
,pottenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/89210,jaikwil
,pottenverkoper,https://iisg.amsterdam/resource/hisco/code/hisco/45125,jaikwil
,Predikant,https://iisg.amsterdam/resource/hisco/code/hisco/14120,jaikwil
,predikant,https://iisg.amsterdam/resource/hisco/code/hisco/13000,jaikwil
,predikant,https://iisg.amsterdam/resource/hisco/code/hisco/14120,jaikwil
,Predikant (gewezen),https://iisg.amsterdam/resource/hisco/code/hisco/14120,jaikwil
,prentafzetter,https://iisg.amsterdam/resource/hisco/code/hisco/92110,jaikwil
,prentendrukker,https://iisg.amsterdam/resource/hisco/code/hisco/92290,jaikwil
,printdrukker,https://iisg.amsterdam/resource/hisco/code/hisco/92110,jaikwil
,procure,https://iisg.amsterdam/resource/hisco/code/hisco/12410,jaikwil
,procureur,https://iisg.amsterdam/resource/hisco/code/hisco/12410,jaikwil
,Procureur,https://iisg.amsterdam/resource/hisco/code/hisco/12410,jaikwil
,procureur (Hof van Holland),https://iisg.amsterdam/resource/hisco/code/hisco/12410,jaikwil
,procureur en notaris,https://iisg.amsterdam/resource/hisco/code/hisco/12410,jaikwil
,professor,https://iisg.amsterdam/resource/hisco/code/hisco/13100,jaikwil
,professor in de anatomie en chirurgie,https://iisg.amsterdam/resource/hisco/code/hisco/13100,jaikwil
,"professor in de medicijnen, anatomie, en botanie",https://iisg.amsterdam/resource/hisco/code/hisco/13100,jaikwil
,professor in de rechten,https://iisg.amsterdam/resource/hisco/code/hisco/13150,jaikwil
,professor in de talen en boekhouder,https://iisg.amsterdam/resource/hisco/code/hisco/13100,jaikwil
,professor in de theologie,https://iisg.amsterdam/resource/hisco/code/hisco/13190,jaikwil
,professor in historie en welsprekendheid,https://iisg.amsterdam/resource/hisco/code/hisco/13170,jaikwil
,professor medicinae,https://iisg.amsterdam/resource/hisco/code/hisco/13100,jaikwil
,professor medicinae en chemie,https://iisg.amsterdam/resource/hisco/code/hisco/13130,jaikwil
,proponent en Latijnse schoolmeester,https://iisg.amsterdam/resource/hisco/code/hisco/14120,jaikwil
,proponent in de theologie,https://iisg.amsterdam/resource/hisco/code/hisco/14120,jaikwil
,provoost,https://iisg.amsterdam/resource/hisco/code/hisco/58330,jaikwil
,provoost (Aalmoezeniers),https://iisg.amsterdam/resource/hisco/code/hisco/58330,jaikwil
,pruikenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/94990,jaikwil
,puinhaler,https://iisg.amsterdam/resource/hisco/code/hisco/49030,jaikwil
,puinschuitvoerder,https://iisg.amsterdam/resource/hisco/code/hisco/4217,jaikwil
,raad,https://iisg.amsterdam/resource/hisco/code/hisco/20110,jaikwil
,"raad (Hoge Raad Holland, Zeeland, en Friesland))",https://iisg.amsterdam/resource/hisco/code/hisco/20110,jaikwil
,raad (stad),https://iisg.amsterdam/resource/hisco/code/hisco/20110,jaikwil
,raad (vroedschap),https://iisg.amsterdam/resource/hisco/code/hisco/20110,jaikwil
,raad en advocaat-fiscaal (Admiraliteit),https://iisg.amsterdam/resource/hisco/code/hisco/20110,jaikwil
,raad en resident (in dienst vorst),https://iisg.amsterdam/resource/hisco/code/hisco/20110,jaikwil
,raad en thesaurier (stad),https://iisg.amsterdam/resource/hisco/code/hisco/20110,jaikwil
,raad-ordinaris (provinciaal hof),https://iisg.amsterdam/resource/hisco/code/hisco/12210,jaikwil
,raadsheer (Hof van Brabant),https://iisg.amsterdam/resource/hisco/code/hisco/12210,jaikwil
,raadspensionaris (Holland en West-Friesland),https://iisg.amsterdam/resource/hisco/code/hisco/12410,jaikwil
,raadspensionaris (stad),https://iisg.amsterdam/resource/hisco/code/hisco/12410,jaikwil
,raadssecretaris (stad),https://iisg.amsterdam/resource/hisco/code/hisco/20210,jaikwil
,raddraaier,https://iisg.amsterdam/resource/hisco/code/hisco/75720,jaikwil
,radenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/81925,jaikwil
,rakker,https://iisg.amsterdam/resource/hisco/code/hisco/58300,jaikwil
,raswerker,https://iisg.amsterdam/resource/hisco/code/hisco/75400,jaikwil
,ratelwacht,https://iisg.amsterdam/resource/hisco/code/hisco/58940,jaikwil
,Ratelwacht,https://iisg.amsterdam/resource/hisco/code/hisco/58940,jaikwil
,rector,https://iisg.amsterdam/resource/hisco/code/hisco/13940,jaikwil
,rector Latijnse School,https://iisg.amsterdam/resource/hisco/code/hisco/13940,jaikwil
,rentenier,https://iisg.amsterdam/resource/hisco/code/hisco/-1,jaikwil
,rentmeester,https://iisg.amsterdam/resource/hisco/code/hisco/21990,jaikwil
,reparateur,https://iisg.amsterdam/resource/hisco/code/hisco/84100,jaikwil
,resident,https://iisg.amsterdam/resource/hisco/code/hisco/20210,jaikwil
,richter,https://iisg.amsterdam/resource/hisco/code/hisco/58340,jaikwil
,ridder,https://iisg.amsterdam/resource/hisco/code/hisco/-1,jaikwil
,riembeslager,https://iisg.amsterdam/resource/hisco/code/hisco/80390,jaikwil
,riembeslager,https://iisg.amsterdam/resource/hisco/code/hisco/80310,jaikwil
,riembeslagmaker,https://iisg.amsterdam/resource/hisco/code/hisco/80390,jaikwil
,riembeslagvergulder,https://iisg.amsterdam/resource/hisco/code/hisco/87330,jaikwil
,riembeslagvijler,https://iisg.amsterdam/resource/hisco/code/hisco/87330,jaikwil
,riemmaker,https://iisg.amsterdam/resource/hisco/code/hisco/80330,jaikwil
,riemsnijder,https://iisg.amsterdam/resource/hisco/code/hisco/80330,jaikwil
,rietmaker,https://iisg.amsterdam/resource/hisco/code/hisco/94290,jaikwil
,rietmaker,https://iisg.amsterdam/resource/hisco/code/hisco/95360,jaikwil
,rietsnijder,https://iisg.amsterdam/resource/hisco/code/hisco/62990,jaikwil
,rijglijfmaker,https://iisg.amsterdam/resource/hisco/code/hisco/79190,jaikwil
,Rijglijfmaker,https://iisg.amsterdam/resource/hisco/code/hisco/79190,jaikwil
,Rijnse wijnkoper,https://iisg.amsterdam/resource/hisco/code/hisco/42220,jaikwil
,robijnslijper,https://iisg.amsterdam/resource/hisco/code/hisco/88030,jaikwil
,Robijnslijper,https://iisg.amsterdam/resource/hisco/code/hisco/88030,jaikwil
,robijnsnijder,https://iisg.amsterdam/resource/hisco/code/hisco/88030,jaikwil
,robijnwerker,https://iisg.amsterdam/resource/hisco/code/hisco/88030,jaikwil
,roerenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/83990,jaikwil
,roerladenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/83990,jaikwil
,roermaker,https://iisg.amsterdam/resource/hisco/code/hisco/83990,jaikwil
,roodleerverver,https://iisg.amsterdam/resource/hisco/code/hisco/76145,jaikwil
,roskammer,https://iisg.amsterdam/resource/hisco/code/hisco/41020,jaikwil
,roswerker,https://iisg.amsterdam/resource/hisco/code/hisco/98620,jaikwil
,Rouaensvaerder,https://iisg.amsterdam/resource/hisco/code/hisco/4217,jaikwil
,ruijghstoker,https://iisg.amsterdam/resource/hisco/code/hisco/98220,jaikwil
,ruiter,https://iisg.amsterdam/resource/hisco/code/hisco/58340,jaikwil
,ruiter (cavalerie),https://iisg.amsterdam/resource/hisco/code/hisco/58320,jaikwil
,ruiterwacht,https://iisg.amsterdam/resource/hisco/code/hisco/58220,jaikwil
,rundersnijder,https://iisg.amsterdam/resource/hisco/code/hisco/77310,jaikwil
,ruwtijkbewerker,https://iisg.amsterdam/resource/hisco/code/hisco/81925,jaikwil
,ruwzijdewerker,https://iisg.amsterdam/resource/hisco/code/hisco/75000,jaikwil
,saaien kousenbandlintwerker,https://iisg.amsterdam/resource/hisco/code/hisco/75490,jaikwil
,saaiperser,https://iisg.amsterdam/resource/hisco/code/hisco/75100,jaikwil
,saaiverver,https://iisg.amsterdam/resource/hisco/code/hisco/75625,jaikwil
,saaivolder,https://iisg.amsterdam/resource/hisco/code/hisco/75100,jaikwil
,saaiwerker,https://iisg.amsterdam/resource/hisco/code/hisco/75100,jaikwil
,samoreusschipper,https://iisg.amsterdam/resource/hisco/code/hisco/98130,jaikwil
,sargewerker,https://iisg.amsterdam/resource/hisco/code/hisco/75490,jaikwil
,sargewerker,https://iisg.amsterdam/resource/hisco/code/hisco/98620,jaikwil
,sargewerker,https://iisg.amsterdam/resource/hisco/code/hisco/6110,jaikwil
,sargewerker,https://iisg.amsterdam/resource/hisco/code/hisco/75000,jaikwil
,satijndrukker,https://iisg.amsterdam/resource/hisco/code/hisco/75625,jaikwil
,satijnkoordenwerker,https://iisg.amsterdam/resource/hisco/code/hisco/75100,jaikwil
,satijnwerker,https://iisg.amsterdam/resource/hisco/code/hisco/75100,jaikwil
,Satijnwerker,https://iisg.amsterdam/resource/hisco/code/hisco/75625,jaikwil
,satijnwerkersgezel,https://iisg.amsterdam/resource/hisco/code/hisco/75100,jaikwil
,schaatsenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/83190,jaikwil
,schaftenbereider,https://iisg.amsterdam/resource/hisco/code/hisco/53100,jaikwil
,scharenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/83915,jaikwil
,scharenslijper,https://iisg.amsterdam/resource/hisco/code/hisco/83590,jaikwil
,scharlakenverver,https://iisg.amsterdam/resource/hisco/code/hisco/75625,jaikwil
,schavenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/83220,jaikwil
,schedemaker,https://iisg.amsterdam/resource/hisco/code/hisco/81990,jaikwil
,scheepmaker,https://iisg.amsterdam/resource/hisco/code/hisco/95440,jaikwil
,scheepsboorder,https://iisg.amsterdam/resource/hisco/code/hisco/98100,jaikwil
,scheepsbrauwer,https://iisg.amsterdam/resource/hisco/code/hisco/95440,jaikwil
,scheepsgecommitteerde (Admiraliteit),https://iisg.amsterdam/resource/hisco/code/hisco/4290,jaikwil
,scheepsklerenverkoper,https://iisg.amsterdam/resource/hisco/code/hisco/45125,jaikwil
,scheepsknecht (veer),https://iisg.amsterdam/resource/hisco/code/hisco/98190,jaikwil
,scheepskok,https://iisg.amsterdam/resource/hisco/code/hisco/53150,jaikwil
,scheepstimmergezel,https://iisg.amsterdam/resource/hisco/code/hisco/95455,jaikwil
,scheepstimmerman,https://iisg.amsterdam/resource/hisco/code/hisco/95455,jaikwil
,Scheepstimmerman,https://iisg.amsterdam/resource/hisco/code/hisco/95455,jaikwil
,scheepstoemaker,https://iisg.amsterdam/resource/hisco/code/hisco/95440,jaikwil
,scheepszwaardenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/83915,jaikwil
,scheermessenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/83915,jaikwil
,schellenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/95440,jaikwil
,schepen,https://iisg.amsterdam/resource/hisco/code/hisco/20110,jaikwil
,schepen (gewezen),https://iisg.amsterdam/resource/hisco/code/hisco/20110,jaikwil
,schepen (president),https://iisg.amsterdam/resource/hisco/code/hisco/20110,jaikwil
,schepen en raad,https://iisg.amsterdam/resource/hisco/code/hisco/20110,jaikwil
,schepen en raad (gewezen),https://iisg.amsterdam/resource/hisco/code/hisco/20110,jaikwil
,schermmeester,https://iisg.amsterdam/resource/hisco/code/hisco/18090,jaikwil
,schiepadwerker,https://iisg.amsterdam/resource/hisco/code/hisco/94990,jaikwil
,schietschuitschipper,https://iisg.amsterdam/resource/hisco/code/hisco/4217,jaikwil
,schietschuitvoerder,https://iisg.amsterdam/resource/hisco/code/hisco/98690,jaikwil
,schietspoelmaker,https://iisg.amsterdam/resource/hisco/code/hisco/75220,jaikwil
,schilder,https://iisg.amsterdam/resource/hisco/code/hisco/93120,jaikwil
,Schilder,https://iisg.amsterdam/resource/hisco/code/hisco/93120,jaikwil
,sCHILDER,https://iisg.amsterdam/resource/hisco/code/hisco/16130,jaikwil
,schipper,https://iisg.amsterdam/resource/hisco/code/hisco/4217,jaikwil
,Schipper,https://iisg.amsterdam/resource/hisco/code/hisco/4217,jaikwil
,schipper,https://iisg.amsterdam/resource/hisco/code/hisco/62430,jaikwil
,schipper (Admiraliteit),https://iisg.amsterdam/resource/hisco/code/hisco/4217,jaikwil
,schipper (op plaats binnen Nederlanden),https://iisg.amsterdam/resource/hisco/code/hisco/4217,jaikwil
