uri,label,sameAs_tgn,sameAs_geonames,sameAs_ecartico,provenance
,rivier van Marrewijne,,,,ga
,Cabo de Lopes Gonsalus,,,,ga
,Haaps in 't land van Kuick,,,,ga
,op de reede van Parnambuco,,,,ga
,Troglitz,,,,ga
,Oldendorp onder Lunbergen in Brandenborgh,,,,ga
,Huntzdieperzijl in Jeverland,,,,ga
,Deventer in Overijsel,,,,ga
,Vreeborgh in Oost Vriesland,,,,ga
,Darmentieres en Flandre,,,,ga
,Honbonde,,,,ga
,Rivier van Charante,,,,ga
,Rheede van Rochelle,,,,ga
,Engeland bij Santwis,,,,ga
,Sinte Foij in Frankrijk,,,,ga
,De Kol,,,,ga
,Barrenevelt,,,,ga
,Eilanden van Hieres,,,,ga
,Bevescier,,,,ga
,ChristiaanZoe,,,,ga
,Dollaart bij de Hooge enden in Oostvriesland,,,,ga
,Wittebroek,,,,ga
,Diepenveen bij Deventer,,,,ga
,Richo de Hacha,,,,ga
,De Coogh op Texel,,,,ga
,de hoeck van de balg,,,,ga
,Rees in de Hetter,,,,ga
,"Phaltsdorff, Goch en Calcar",,,,ga
,Berchwerck van Saphir &amp; Wismoet,,,,ga
,Haarlebe,,,,ga
,Douglas op 't eiland Man,,,,ga
,Ste Foij,,,,ga
,Rubroeck,,,,ga
,Vrijer Wedene,,,,ga
,inden banne van Broeck bij Alkmaar,,,,ga
,Otterwaal aande Diemermeer,,,,ga
,Broeck op Langedijk,,,,ga
,Medelen in Brabant,,,,ga
,Heerlijckheit van Ruyven,,,,ga
,Daammen,,,,ga
,Friederichstadt in Noorwegen,,,,ga
,buitenbanken voor 't Nieuwe Schilt,,,,ga
,'t Nieuwe Schilt,,,,ga
,Cajanenburg,,,,ga
,Boost,,,,ga
,Middelum in Reiderland gelegen in Ostvriessland,,,,ga
,Sandsbeek,,,,ga
,Albersbergh,,,,ga
,banne van Tetrode buiten Haarlem,,,,ga
,Bloemendaal buiten Haarlem,,,,ga
,St. Jurrien,,,,ga
,Thalmouth &amp; Mountsbaaij,,,,ga
,de Hoorn op de eilande van Texel,,,,ga
,Noorden in Embdeland,,,,ga
,Sprendling,,,,ga
,Velp bij Arnhem,,,,ga
,Coldenhoven off Eerbeek in Gelderland,,,,ga
,Hoxbergen in 't boerschap Holthuisen,,,,ga
,Nellebogen in Schoonen int ryck van Denemercken,,,,ga
,Flecker in Noorwegen,,,,ga
,Conincxberghen,,,,ga
,Erlekum,,,,ga
,'t eiland Rookus,,,,ga
,Dorpe Midlands opte eilande van der Schellingh,,,,ga
,Hampton in Engeland,,,,ga
,Subrod van Frankfoort,,,,ga
,Alphen onder Rijnland,,,,ga
,Combosien,,,,ga
,Kust van Champen,,,,ga
,eiland van Tijco,,,,ga
,Sematren,,,,ga
,Rivier van Baijonne,,,,ga
,Caux,,,,ga
,Caap de la Heue,,,,ga
,Stommermeer,,,,ga
,Jist*ren,,,,ga
,Moscquovien,,,,ga
,Grieth,,,,ga
,Zweevezeel,,,,ga
,Hoppestein in Munsterland,,,,ga
,Ducket,,,,ga
,Farmsum te Groningen,,,,ga
,Zwaneke op Bornholm,,,,ga
,Duckenburg Groot Brittanie,,,,ga
,Haarlemmerhout,,,,ga
,Asier in Barbarijen,,,,ga
,Cochengen,,,,ga
,Sirixe in Zeland,,,,ga
,Altesijnieren Inde Ceur Pals,,,,ga
,Holmstrand in Noorwegen,,,,ga
,Ewick bij Nijmegen,,,,ga
,Gros Allmerodan,,,,ga
,Cassel en Hesse,,,,ga
,Virigines,,,,ga
,Willescop,,,,ga
,Slooterdijk Osdorp,,,,ga
,St. Luicas in Spagnien,,,,ga
,heerlijckheit vande Mars tegen over Rheenen,,,,ga
,Weesperveld,,,,ga
,St. uivis,,,,ga
,Penboeuf,,,,ga
,St Lacrus,,,,ga
,Orotana,,,,ga
,Plaat Java,,,,ga
,La Rotte,,,,ga
,de Bogt van Nieuwendam,,,,ga
,het Schelvis Hooft,,,,ga
,Aijberch in de graaffschap van Berckelo,,,,ga
,Buiremer Nieuland in Friesland,,,,ga
,Aller,,,,ga
,Cappels Have,,,,ga
,Noordhousen in Denemarken,,,,ga
,Rankens Spier in Jutland,,,,ga
,Russenstein,,,,ga
,Arem in Friesland,,,,ga
,Gasmar in Vriesland,,,,ga
,Langenberg in het Prösenland,,,,ga
,Kolff bij Walt,,,,ga
,Schnittert bij Walt,,,,ga
,Demmeltrath bij Walt,,,,ga
,Fonnikziel,,,,ga
,Benaudet bij Quimper,,,,ga
,Polder IJdoorn,,,,ga
,Compte Dongmin in IJrland,,,,ga
,Honsfleur in Frankkrijk,,,,ga
,Dickhoesen in Ditmers,,,,ga
,Noorthoesen,,,,ga
,Lageland Lijst in Noorwegen,,,,ga
,Halteren in Munsterland,,,,ga
,Schouwenburg,,,,ga
,Stellingfors,,,,ga
,Zuidhoek van Holland,,,,ga
,Bovenbergshoek,,,,ga
,Thiested in Jutland,,,,ga
,Emmelecamp,,,,ga
,Spierinxhorn,,,,ga
,Tarbe,,,,ga
,Amstelveenseweg,,,,ga
,Ree van Swienemunden,,,,ga
,Osenburg,,,,ga
,Willige Langerak bij Schoonhoven,,,,ga
,Krewincklerbruck,,,,ga
,Chasteau Ferry,,,,ga
,Baaij van St. Pedro,,,,ga
,Elchester,,,,ga
,Kitzingen bij Wersburg,,,,ga
,St. Willeboortsvelt,,,,ga
,Kremp in Oostland,,,,ga
,Het Noorder-Bosch van de Eeckholms,,,,ga
,Hoeck van Joxsa,,,,ga
,Bonhoff,,,,ga
,Caspel van Emerle,,,,ga
,Wolterswold in Vrieslt.,,,,ga
,Hoedom,,,,ga
,Wasmershaven,,,,ga
,Boesum,,,,ga
,Hinaqua,,,,ga
,Hemert,,,,ga
,Het ampt Witlagen,,,,ga
,Roesselaar in Vlaanderen,,,,ga
,Vrije heerlijkheid van Alkemade,,,,ga
,Hoge Horst buiten Ghoor,,,,ga
,Ghoor in Twent,,,,ga
,Ternaate in Oostindien,,,,ga
,Kakerick bij Veenlo,,,,ga
,Kemperland,,,,ga
,Hitdorp bij Keulen,,,,ga
,Ancklam in Pomeren,,,,ga
,Ganesborough,,,,ga
,Den Holm,,,,ga
,Lunen in 't Graafschap Mark,,,,ga
,de Archipel,,,,ga
,Caap Pazzana,,,,ga
,Calais in Frankrijk,,,,ga
,Siglingen,,,,ga
,Tuan,,,,ga
,Schermbeeck boven Wesel,,,,ga
,Harwart bij Staveren,,,,ga
,Schaale in het graafschap Tekelenburg,,,,ga
,Gozontalo,,,,ga
,Carantle in Normandie,,,,ga
,Soldin int Oosterniemarck Brandenborch,,,,ga
,Rutten buiten Tongeren,,,,ga
,Hoop van Riga,,,,ga
,Nieulues,,,,ga
,Freissoita,,,,ga
,Wiborch,,,,ga
,Borstwyth in Schotland,,,,ga
,Fedwart,,,,ga
,Brouck op Langendijk,,,,ga
,Hinte in Oost-Friesland,,,,ga
,Sponnewig bij Fredrikshal in Noorwegen,,,,ga
,IJtsehoe,,,,ga
,Troijes,,,,ga
,Luneborgh,,,,ga
,Muidevelt,,,,ga
,Rodenmarel,,,,ga
,Curassou in Westindien,,,,ga
,Reciff de Fernembucq,,,,ga
,Roan in Normandijen,,,,ga
,Der Schelligh,,,,ga
,Gottorp,,,,ga
,Huur in Holstein,,,,ga
,Damwolde bij Dokkum,,,,ga
,Weimuiden in Engeland,,,,ga
,Seventienhoeve,,,,ga
,Ampt van Voorst,,,,ga
,Kerspel van der Wolde,,,,ga
,Middelbeurg,,,,ga
,Capadose,,,,ga
,China in d'Oost-Indien,,,,ga
,Dungarven,,,,ga
,Onfalen,,,,ga
,Graafschap van der Lippe-Bukkenburg,,,,ga
,Grossen Marpe in den Amte Blomberg,,,,ga
,Cork in Engeland,,,,ga
,Witswoort binnen Bredaa,,,,ga
,Beetgum in Friesland,,,,ga
,Buurt van St. Jacob,,,,ga
,Frederichreda,,,,ga
,Lopicker Capel,,,,ga
,Zuillauff bij Aschaffenborgh,,,,ga
,Carelskroon in Bleecquen,,,,ga
,'t Vuur van Goeree,,,,ga
,Tetterode bij Overveen,,,,ga
,Oosteryss,,,,ga
,Krijbische Eilanden,,,,ga
,Openra in  Holstein,,,,ga
,Warenborgh,,,,ga
,Afterhoek in Gelderland,,,,ga
,Opandel,,,,ga
,Sleuwijk,,,,ga
,Muiderzand,,,,ga
,Sevilla in Spanien,,,,ga
,Tuil,,,,ga
,Langerwee int land van Gulick,,,,ga
,Aldenhoven int land van Gulick,,,,ga
,Heekeren,,,,ga
,de kust van Calabrien,,,,ga
,Banne van Out Carspel,,,,ga
,Hernhuth in de Opper Lausitz,,,,ga
,Bedford in Engeland,,,,ga
,Prinsewoud,,,,ga
,Wijeringe Waart,,,,ga
,Reefkol,,,,ga
,Cabesterre,,,,ga
,Bornrif op de Jutsekust,,,,ga
,Drommels van Mardouw,,,,ga
,Blinsond,,,,ga
,Hertogdom Bremen,,,,ga
,Ritterhude,,,,ga
,Witnum,,,,ga
,Conde de Bajonli,,,,ga
,Malme in Sweeden,,,,ga
,Falmouth en Mounisbaaij,,,,ga
,Rijsen in Twent,,,,ga
,Lengerich inde jurisdictie van Linge,,,,ga
,Nieuberge,,,,ga
,Kinderhous bij Munster,,,,ga
,Cuinder in Vriesland,,,,ga
,Riff van Salvo Onrein,,,,ga
,Loenen in de Gestichte van Utrecht,,,,ga
,Gouderiaan,,,,ga
,Luinnen,,,,ga
,t' Ovel bij Rijpen in Jutland,,,,ga
,Soltweddel Oldemark Brandenburg,,,,ga
,Hamminckelen,,,,ga
,Exel en Hechtel in den Graafschap van Loon Lande van Luick,,,,ga
,Appelhulsen,,,,ga
,Pruisschen,,,,ga
,Buitenpolder van Slooten en Rietwijk,,,,ga
,Reinderswout,,,,ga
,Landt van Munster,,,,ga
,St Ruusen,,,,ga
,Croonpadt,,,,ga
,Haasdrecht in Zuidt Holland,,,,ga
,eiland Purmerend,,,,ga
,Bonswaag in Friesland,,,,ga
,uitthuise in Groeningerland,,,,ga
,Brungensel,,,,ga
,Consbagh,,,,ga
,Welschoor,,,,ga
,Scagen,,,,ga
,banne van Aalsmer,,,,ga
,Banne van Houtrijk,,,,ga
,Sütlohn,,,,ga
,Doornspike,,,,ga
,Oberwinter,,,,ga
,Tamarijcka,,,,ga
,Appelhulsen onder het gerecht van Coesveld in Munsterland,,,,ga
,Aleppe,,,,ga
,Buonavista bij St. Nicolas,,,,ga
,Frankfort par le Main,,,,ga
,Bacca@,,,,ga
,Noorwegen in Grijpstad,,,,ga
,Cläfwefil in Malesondt,,,,ga
,Altenau in 't Hanoversche,,,,ga
,Empel en Millingen in Cleeffsland,,,,ga
,Carunha,,,,ga
,Largo,,,,ga
,Baij,,,,ga
,Rivier Penoij,,,,ga
,India Occidentale,,,,ga
,Hamburgium,,,,ga
,Weppenstein,,,,ga
,Dondaij in Schotland,,,,ga
,De Clooff in Noorwegen,,,,ga
,Edinghen in Zweeden,,,,ga
,Norder in Zweeden,,,,ga
,Sheerness in Engeland,,,,ga
,Londen in Schoonen,,,,ga
,Graauwdiep in Jutland,,,,ga
,Anselo,,,,ga
,Fernabuco,,,,ga
,St Severin,,,,ga
,Ronden-Hoepse Polder,,,,ga
,Son en Breugel,,,,ga
,Ootmerschen int marckt Nutter,,,,ga
,'t Medenblikker veen,,,,ga
,Abovile,,,,ga
,Wijck voor Maastricht,,,,ga
,Wijck op Duurstede,,,,ga
,Spaar,,,,ga
,Caap Saona,,,,ga
,Morea,,,,ga
,"Elverfeldt, Hertogdom Berg",,,,ga
,Leege Land Lis in Noorwegen,,,,ga
,Fehr,,,,ga
,De Hout,,,,ga
,Braheke,,,,ga
,Eschwege,,,,ga
,Pucken Gat,,,,ga
,Amboina in India,,,,ga
,Schotland bij Dantzig,,,,ga
,Matuaal,,,,ga
,Calumba,,,,ga
,Vienna,,,,ga
,Courassou in de Westindien,,,,ga
,Deens,,,,ga
,Venne Ross,,,,ga
,Zalou,,,,ga
,Flueele Burgwal,,,,ga
,Niecoppen in Sweeden,,,,ga
,Kreeck Wieronje,,,,ga
,S' Hertogen Buss,,,,ga
,Flecke Viool,,,,ga
,Corke,,,,ga
,Polder van de Doele in Vlaanderen,,,,ga
,Kemniz,,,,ga
,het Osnabrugse,,,,ga
,Emmerlist,,,,ga
,Melvingh in Pruissen,,,,ga
,Hugo Waart,,,,ga
,Lissebon in Portuigaal,,,,ga
,the Hague,,,,ga
,Buitenzorg,,,,ga
,Altstrelitz,,,,ga
,Ringköping in Jutland,,,,ga
,Bensterziel,,,,ga
,Bennebroek buiten Haarlem,,,,ga
,Mitlaw in IJzenburg Meerholtz,,,,ga
,Wales op Aberavosand,,,,ga
,Colmeschate te Deventer,,,,ga
,Epse,,,,ga
,Oude en Nieuwe Geldersondse Polders in Soeterwoude,,,,ga
,Bevaart,,,,ga
,Ingen in de Nederbetuwe,,,,ga
,Vem int land van Cleef,,,,ga
,Asswere,,,,ga
,Zwinois,,,,ga
,Baarsond,,,,ga
,Mahltondere in 't Holstijnse,,,,ga
,Hors in Texel,,,,ga
,"Tecklenburg, Oost-IndiÃ«",,,,ga
,Raghun,,,,ga
,Dohndorff,,,,ga
,Oranienbaum,,,,ga
,Sainct Avois en Lorraine,,,,ga
,Tavenem,,,,ga
,Giues in Pickardijen,,,,ga
,Bettune bij Arras,,,,ga
,Melsingen,,,,ga
,Moensond,,,,ga
,Hapshal,,,,ga
,d'Westindies,,,,ga
,Het Schagerrak,,,,ga
,Eiland van Moortier in OostIndien,,,,ga
,Warrenstedt utte Marck Brandenburg,,,,ga
,Thiarme,,,,ga
,St. Louwers in Brazilië,,,,ga
,Neder Betouw int dorp Heusden,,,,ga
,Litzvelt in Engeland,,,,ga
,Ronck in Zwitserland,,,,ga
,Woltorp,,,,ga
,Wennikendonk,,,,ga
,Kempen in Brabant,,,,ga
,Tampati creecq,,,,ga
,Steenwijk bij Blokziel,,,,ga
,Willepholt,,,,ga
,Banne van Buicksloot,,,,ga
,Reierscoop,,,,ga
,Resiff de Pernanbuquo,,,,ga
,Resiffi de Pernambuco,,,,ga
,Jsp,,,,ga
,Wopkensdorff,,,,ga
,Barnsdorff,,,,ga
,Damerstorff,,,,ga
,Elboghen,,,,ga
,Haarlemmerdijk,,,,ga
,Beierssen,,,,ga
,Baarderadeel in Friesland,,,,ga
,Calker in Cleefsland,,,,ga
,Carspel Nieuwkirchen in Bergsland,,,,ga
,Oeterwaalder polder buiten de Muier Poort,,,,ga
,Heiligisbergh,,,,ga
,Oostdongerdeel,,,,ga
,De Trechter,,,,ga
,in de Strate van Sunda,,,,ga
,Jutse kusten in de Noortsee,,,,ga
,Bosselaar,,,,ga
,St Petersburg en Croonstadt,,,,ga
,Sardam in de Banne van Westsanen,,,,ga
,Steenwijk in Overijsel,,,,ga
,Ahuis in het Munstersche,,,,ga
,Fallmouth in England,,,,ga
,Wijdenes in 't noorder quartier van Holland,,,,ga
,Sevenaar in t Cleefse,,,,ga
,Kleene Kaaijman,,,,ga
,Tambago,,,,ga
,Ens,,,,ga
,de Greb,,,,ga
,Cijlon in India,,,,ga
,Stiege Odense,,,,ga
,Durpe,,,,ga
,Nore,,,,ga
,Langeritz,,,,ga
,Caab Vinstor,,,,ga
,Caab St. Vincent,,,,ga
,Fort St Andries,,,,ga
,Montbeliard in Switzerland,,,,ga
,Potstou,,,,ga
,Echtens Hogeveen,,,,ga
,den Ap,,,,ga
,Siricks,,,,ga
,Lader in Schotland,,,,ga
,Charanten en Rochelle,,,,ga
,Vosen,,,,ga
,Dallen,,,,ga
,Gerken in 't Cleefse,,,,ga
,Ostdorperban,,,,ga
,Monnen in Berghsland boven Dusseldorp,,,,ga
,New-Netherland,,,,ga
,N. Jorck,,,,ga
,Buddendijk,,,,ga
,Walueberch,,,,ga
,Vleckero,,,,ga
,de Roode,,,,ga
,Jurisdictie van Rotterdam,,,,ga
,balg van den Bosch,,,,ga
,Lubecck,,,,ga
,Zettecrouw,,,,ga
,Axem,,,,ga
,Caap Miserare,,,,ga
,Rio Cavalje,,,,ga
,Klein Zetter,,,,ga
,Pambe,,,,ga
,Fransche Republijk,,,,ga
,Saint-Martin-de-Ré,,,,ga
,Bermerswaart,,,,ga
,De Course kust omtrent Liseroort,,,,ga
,Loenen in den gestichte van Wtrecht,,,,ga
,Maikum,,,,ga
,Laricque,,,,ga
,Ourien,,,,ga
,Tarnataansche Kimelaha,,,,ga
,Caare,,,,ga
,Ghevel,,,,ga
,Swine,,,,ga
,Pettenberch,,,,ga
,Geveningen,,,,ga
,Langendijk in Noord Holland,,,,ga
,Naauwernaa,,,,ga
,Banne van Assendelft,,,,ga
,Eyland St. Marten,,,,ga
,United Provinces of Holland,,,,ga
,Caithnes within the kingdome of Scottland,,,,ga
,Queeckendam,,,,ga
,Pera de Constantinopel,,,,ga
,Breitwater in het graafschap Oldenburg,,,,ga
,Buerhave in Buitadingerland,,,,ga
,Formonteres,,,,ga
,Caap Ortegaal,,,,ga
,Beemster in de Kilpolder aan de Jisperweg,,,,ga
,Banken van Ameren,,,,ga
,Stade in het Stift Breemen,,,,ga
,Berck te Meeren,,,,ga
,Noort Beemster,,,,ga
,Olferos Nes,,,,ga
,Lierood,,,,ga
,Walshagen in Hessen Cassel,,,,ga
,Veendam buiten Groningen,,,,ga
,Zuidtbroek,,,,ga
,Manathans,,,,ga
,Bolre,,,,ga
,Kraanwinkel,,,,ga
,Diesberg,,,,ga
,Wattenschede,,,,ga
,Borch Steenvoort,,,,ga
,Polna,,,,ga
,Witleegh,,,,ga
,Jamaica inde Engelse Westindien,,,,ga
,Bussingfeld in het Graafschap Lippe,,,,ga
,de Zoutholms,,,,ga
,Xanten in hertogdom Cleve,,,,ga
,Halteren in Westphaalen,,,,ga
,Nieuwelingshaven,,,,ga
,Osterbrugge,,,,ga
,Bresto,,,,ga
,IJsselmuiden bij Campen,,,,ga
,IJsselvelt,,,,ga
,Lubbeken,,,,ga
,Slooten bij den Overtoom,,,,ga
,Martensdyk,,,,ga
,Westpheen bij het Woertse Verlaat,,,,ga
,Segevelderbroeck,,,,ga
,Banne van Heemstede,,,,ga
,Hardenberg boven Swol,,,,ga
,Puerto de Santona Frankisco,,,,ga
,sHatogenbos,,,,ga
,St Oij en Roij in de Meierij van 's Hertogenbosch,,,,ga
,Parmieux bij Cassi,,,,ga
,Pleimui in Engeland,,,,ga
,Lijffland van Pernau,,,,ga
,Wintsum,,,,ga
,Obbergum,,,,ga
,Sonssbeeck inden Lande van Kleeff,,,,ga
,Consburg,,,,ga
,Boesbagh inde Wetterau,,,,ga
,Schive,,,,ga
,Stigtsenberg,,,,ga
,t eiland van Tuan,,,,ga
,Wollevega bijde Cuinder,,,,ga
,Wons in Vriesland,,,,ga
,Boverkerck onder Amstelveen,,,,ga
,Huisen int Goij,,,,ga
,in de Meiereie van s’ Hartogenbos,,,,ga
,Moickendam,,,,ga
,Schutis sloot,,,,ga
,St George d'Elmina ter kuste van Guinea,,,,ga
,eiland Poelewei,,,,ga
,Warnesond,,,,ga
,Nibbixwoude,,,,ga
,Languerack over Lecq,,,,ga
,Hoochwolde in Noorderland,,,,ga
,Wichmer int Landt te Luick,,,,ga
,Monbaij,,,,ga
,Kanaal van Bristol,,,,ga
,Hartlandspoind,,,,ga
,Sedden,,,,ga
,Oldersson bij Embden,,,,ga
,St. Senatico,,,,ga
,eiland Suasina,,,,ga
,eiland Gallita,,,,ga
,Rimino,,,,ga
,Olfordnes,,,,ga
,Duercoff,,,,ga
,Ambachte van Alphen,,,,ga
,de Kanaria eilanden,,,,ga
,Sierixze in Zeeland,,,,ga
,Drondrijp,,,,ga
,Schanteli in Frankrijk,,,,ga
,St. Lucas in hispanien gelegen in Andolosie,,,,ga
,Amor,,,,ga
,Ceudres off Olleron,,,,ga
,onder St. Maarten,,,,ga
,Sunderborgh in Holstein,,,,ga
,Oudeboorn in Friesland,,,,ga
,eiland Ipsera,,,,ga
,Archipel,,,,ga
,eiland St George de Schiroa,,,,ga
,Bommelshoven,,,,ga
,Fleury in de graafschap Neufchatel,,,,ga
,Elvervelt in 't Bergsland,,,,ga
,Lookeren int land van Waas,,,,ga
,Dijsemondt,,,,ga
,Duinkerkern,,,,ga
,Orts,,,,ga
,Frankkf.,,,,ga
,Coppenoll,,,,ga
,Hastehausen,,,,ga
,Hooftstift Munster in het kerspel Havixbeck,,,,ga
,Havixbeck,,,,ga
,Wemel onder t Ceuls gebied,,,,ga
,Nieuwenhuis in 't graafschap Benthem,,,,ga
,Verzeel,,,,ga
,Soerendonk,,,,ga
,Carspel van Loenen,,,,ga
,Dago,,,,ga
,Nootdijk op zeecker land inden banne van Ursem,,,,ga
,Hillersunt,,,,ga
,St. Crois in de Barbarijen,,,,ga
,Suhla in Hennebergischen,,,,ga
,Den Hague,,,,ga
,Mulheym,,,,ga
,Fieldhouse,,,,ga
,Burij,,,,ga
,Lange Linschoten,,,,ga
,Snelrewaard,,,,ga
,Rijnstroom,,,,ga
,de Zwijnsboeden,,,,ga
,Kust van Lesou,,,,ga
,Reede van Plijmouth,,,,ga
,Westeinde,,,,ga
,Munden bij Cassel,,,,ga
,Polsbroeckerdam,,,,ga
,Neuenburg in Oldenburgerland,,,,ga
,Ochtrup,,,,ga
,Marsberg,,,,ga
,Midelbourq,,,,ga
,Rheede van Havre de Grace,,,,ga
,Creveltint Graffschap Meurs,,,,ga
,Andoenes,,,,ga
,Douwane,,,,ga
,Boevenberg,,,,ga
,Meerthen,,,,ga
,Nieupoort aan de Leck,,,,ga
,Graafschap Schomborgh,,,,ga
,de Rijke Waveren onder Ouderkerk,,,,ga
,Gangrain,,,,ga
,Kleine Appelaar,,,,ga
,Westerquartier van Groningenland,,,,ga
,Ising,,,,ga
,Auderziel,,,,ga
,Schagen in Noort Holland,,,,ga
,Blanckeswaart,,,,ga
,Mealdegem in de parochie van Adegem,,,,ga
,Eiland Gallansbul,,,,ga
,Bisdom van Tarbe,,,,ga
,'t Fuldase,,,,ga
,Dalmina,,,,ga
,Nes in Oost Donerdeel,,,,ga
,Nijkerk in Oost Dongerdeel,,,,ga
,Weitingh in Noorwegen ontrent Schuitenes,,,,ga
,Frederichsnagor,,,,ga
,Cappelle op d'IJssel,,,,ga
,Tinse,,,,ga
,Eenje in Schotland,,,,ga
,Demevarij,,,,ga
,Judia,,,,ga
,Herseau,,,,ga
,Calken in't Cleefsche,,,,ga
,Nürnborg,,,,ga
,Benegin,,,,ga
,Buckim op de Dekenije,,,,ga
,Aaken in Friesland,,,,ga
,Chasteau Thierry,,,,ga
,Buitenvelderste Polder,,,,ga
,Schale in 't Graafschap Tekelenburg,,,,ga
,Schaffen in 't Graafschap Lingen,,,,ga
,Fleckero bij Christiansand,,,,ga
,Vuier,,,,ga
,Leesaart in Enggeland,,,,ga
,Bornighe,,,,ga
,Berninge,,,,ga
,St. Tubes,,,,ga
,Jarckccchier,,,,ga
,Reinenburg,,,,ga
,Surmont,,,,ga
,Holvet,,,,ga
,Schertmunnickoogh,,,,ga
,Nederlausnitz,,,,ga
,Pourtsmout,,,,ga
,Ilforcon,,,,ga
,Borneuf in Frankrijk,,,,ga
,Eenderom,,,,ga
,Torren de Barra,,,,ga
,Morborch int Hoschland,,,,ga
,Roodes,,,,ga
,de Omval,,,,ga
,Domenes,,,,ga
,Dooremer Ziel,,,,ga
,Geesdorff,,,,ga
,Assuiren,,,,ga
,Lansmaar,,,,ga
,d Auburg,,,,ga
,Braken,,,,ga
,Carspel Bennecum ontrent Wageningen in de provincie van Gelderland,,,,ga
,Coast of England,,,,ga
,Caab Vinnisterre,,,,ga
,Franke Colonie van Magdenburg,,,,ga
,Walhid in Schotl.,,,,ga
,Nortfock in Engel.,,,,ga
,Gorou in der Slesien,,,,ga
,Streeck in Luttekebroeck,,,,ga
,Fursten Minden aan de Weser in het Stift Levern,,,,ga
,Meuse,,,,ga
,Selon,,,,ga
,Molden bij Dronthem in Noorwegen,,,,ga
,Westeinde van den eiland Terschelling,,,,ga
,Olphen,,,,ga
,Lonen bij Lingen,,,,ga
,Wijkermeer,,,,ga
,Siera Liona,,,,ga
,Sterup in het Holsteinse,,,,ga
,Diegem geleegen in Brabandt,,,,ga
,Tijeholm,,,,ga
,Ackenij,,,,ga
,Spijknoog,,,,ga
,Monnickdam,,,,ga
,Vania,,,,ga
,Persil,,,,ga
,Zanten in Cleeffsland,,,,ga
,Vlote aan de Wesder,,,,ga
,La Ferriere,,,,ga
,Bergerac in Frankrijk,,,,ga
,Vuurtoren van t Y,,,,ga
,Cabo Frankoa in St Domingo,,,,ga
,Trieste in de Golff van Venetien,,,,ga
,de gencamp boven Swol,,,,ga
,Het Kanaal van Engeland,,,,ga
,Trapana in Sicilien,,,,ga
,Raalta,,,,ga
,Krijtsnacht in Duitsland,,,,ga
,Reningh in Lotteringh,,,,ga
,Lies in Switserland,,,,ga
,Swickhoven,,,,ga
,Renesse in Zeeland,,,,ga
,Gorndijk,,,,ga
,Benedorme,,,,ga
,Calpa,,,,ga
,Altea,,,,ga
,Kent in Engelt,,,,ga
,Heerkinge in Flakkee,,,,ga
,Westrackum in Oost-Friesland,,,,ga
,Alfors bij Thiel in de provincie Gelderland,,,,ga
,Bochem,,,,ga
,Crommenijesdijk,,,,ga
,'t Noordergat,,,,ga
,Embder,,,,ga
,Buiksloter ban,,,,ga
,Baarderdeel in Friesland,,,,ga
,uitwech,,,,ga
,Gheel in Braband,,,,ga
,de Ree van Swienemunde,,,,ga
,Brewijk,,,,ga
,t Jaap Hannes,,,,ga
,Horstmaar,,,,ga
,Raard tusschen Leeuwaarden en Sneeck in Friesland,,,,ga
,Trompzond gelegen in Noorwegen,,,,ga
,Steenwijker Wout in Overijssel,,,,ga
,Welsem bij Deventer,,,,ga
,S'hertogenbosz,,,,ga
,Jutse wal boven Bergen,,,,ga
,Ditmarsen in der Maren,,,,ga
,St Gelle,,,,ga
,Barentriecken,,,,ga
,Rottenholm,,,,ga
,Femeren bij Lubeek op 't dorp Wulven,,,,ga
,Malton in Engeland,,,,ga
,Osaire,,,,ga
,Uilenborch,,,,ga
,Boxhove,,,,ga
,Parlebergh,,,,ga
,Eissinge,,,,ga
,Oosterholtz in t hartogdom Breemen,,,,ga
,'t Vlek Leer in Oost-Friesland,,,,ga
,Weender in Oost-Friesland,,,,ga
,Gescher in Munsterland in Westphalen,,,,ga
,Holstein Gottorph,,,,ga
,Princenhage,,,,ga
,Houlum,,,,ga
,Bisweilder bij Strattzburg,,,,ga
,Caap St Martin,,,,ga
,Ven,,,,ga
,Sallsburij,,,,ga
,Odstock some two miles from Salsburij in the kingedom of England,,,,ga
,Strengnis in Sweeden,,,,ga
,Withe CLiff,,,,ga
,Bembridge Ledge,,,,ga
,Saint Gall,,,,ga
,Margate,,,,ga
,Landt van Luic,,,,ga
,Crageröe in Noorwegen,,,,ga
,Erder,,,,ga
,Caldorff,,,,ga
,Hillje Brave,,,,ga
,Riessen in Overzee,,,,ga
,Zeriper Polder,,,,ga
,Neerbrabant,,,,ga
,Matapikaas Kreek,,,,ga
,'t Vlaak bij Wieringen,,,,ga
,Cipers,,,,ga
,Noortoosten,,,,ga
,Venetien in Italien,,,,ga
,Naarlinge,,,,ga
,Bergvliet,,,,ga
,Demerang,,,,ga
,Provincie van Chittagong,,,,ga
,Tipperah,,,,ga
,Humabad,,,,ga
,Ameck,,,,ga
,Vinchagaa in Friesland,,,,ga
,Wyckhuyss,,,,ga
,Kneil,,,,ga
,Coron en Pïepie,,,,ga
,Decima,,,,ga
,Antwerpen in Brabandt,,,,ga
,Sanduats in Engeland,,,,ga
,Op de Bobbeldijk onder Hoorn,,,,ga
,Kanaal tussen Portland en het eiland Wicht,,,,ga
,Rosendaal in Gelderland,,,,ga
,Ives,,,,ga
,Serrijn,,,,ga
